Map: [('Default', 44, 26, 90, -90, 1, 0, 'MAPSIZE_DUEL')]
Total plots: 1144

All Plots:
  ID=0, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=387, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=388, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=389, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=390, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=391, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=392, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=393, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=394, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=395, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=396, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=397, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=398, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=399, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=400, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=401, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=402, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=403, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=404, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=405, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=406, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=407, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=408, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=409, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=410, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=411, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=412, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=413, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=414, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=415, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=416, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=417, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=418, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=419, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=420, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=421, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=422, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=423, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=424, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=425, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=426, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=427, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=428, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=429, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=430, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=431, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=432, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=433, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=434, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=435, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=436, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=437, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=438, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=439, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=440, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=441, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=442, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=443, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=444, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=445, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=446, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=447, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=448, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=449, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=450, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=451, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=452, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=453, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=454, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=455, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=456, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=457, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=458, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=459, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=460, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=461, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=462, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=463, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=464, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=465, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=466, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=467, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=468, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=469, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=470, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=471, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=472, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=473, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=474, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=475, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=476, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=477, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=478, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=479, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=480, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=481, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=482, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=483, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=484, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=485, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=486, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=487, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=488, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=489, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=490, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=491, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=492, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=493, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=494, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=495, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=496, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=497, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=498, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=499, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=500, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=501, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=502, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=503, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=504, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=505, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=506, Terrain=TERRAIN_GRASS_MOUNTAIN, Continent=CONTINENT_AFRICA, Impassable=1
  ID=507, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=508, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=509, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=510, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=511, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=512, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=513, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=514, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=515, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=516, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=517, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=518, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=519, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=520, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=521, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=522, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=523, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=524, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=525, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=526, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=527, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=528, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=529, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=530, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=531, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=532, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=533, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=534, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=535, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=536, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=537, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=538, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=539, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=540, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=541, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=542, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=543, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=544, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=545, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=546, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=547, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=548, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=549, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=550, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=551, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=552, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=553, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=554, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=555, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=556, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=557, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=558, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=559, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=560, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=561, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=562, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=563, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=564, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=565, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=566, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=567, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=568, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=569, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=570, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=571, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=572, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=573, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=574, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=575, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=576, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=577, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=578, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=579, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=580, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=581, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=582, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=583, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=584, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=585, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=586, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=587, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=588, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=589, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=590, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=591, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=592, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=593, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=594, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=595, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=596, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=597, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=598, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=599, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=600, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=601, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=602, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=603, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=604, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=605, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=606, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=607, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=608, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=609, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=610, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=611, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=612, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=613, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=614, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=615, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=616, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=617, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=618, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=619, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=620, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=621, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=622, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=623, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=624, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=625, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=626, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=627, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=628, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=629, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=630, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=631, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=632, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=633, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=634, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=635, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=636, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=637, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=638, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=639, Terrain=TERRAIN_PLAINS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=640, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=641, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=642, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=643, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=644, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=645, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=646, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=647, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=648, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=649, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=650, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=651, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=652, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=653, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=654, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=655, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=656, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=657, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=658, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=659, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=660, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=661, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=662, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=663, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=664, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=665, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=666, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=667, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=668, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=669, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=670, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=671, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=672, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=673, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=674, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=675, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=676, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=677, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=678, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=679, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=680, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=681, Terrain=TERRAIN_GRASS_MOUNTAIN, Continent=CONTINENT_AFRICA, Impassable=1
  ID=682, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=683, Terrain=TERRAIN_PLAINS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=684, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=685, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=686, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=687, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=688, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=689, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=690, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=691, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=692, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=693, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=694, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=695, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=696, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=697, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=698, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=699, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=700, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=701, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=702, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=703, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=704, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=705, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=706, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=707, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=708, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=709, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=710, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=711, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=712, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=713, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=714, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=715, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=716, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=717, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=718, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=719, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=720, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=721, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=722, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=723, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=724, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=725, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=726, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=727, Terrain=TERRAIN_PLAINS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=728, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=729, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=730, Terrain=TERRAIN_GRASS, Continent=CONTINENT_AFRICA, Impassable=0
  ID=731, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=732, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=733, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=734, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=735, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=736, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=737, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=738, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=739, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=740, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=741, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=742, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=743, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=744, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=745, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=746, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=747, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=748, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=749, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=750, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=751, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=752, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=753, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=754, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=755, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=756, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=757, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=758, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=759, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=760, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=761, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=762, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
